Title,URL,Source/Domain,Pub Date,Category,Relevance,Authority,Recency,Completeness,Readability,Total,Score Reason
Analyse a research session - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/analyse-a-research-session,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 11 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 11 words"
"Why we built a user research manual (and why it matters more than you think) – Defra digital, data, technology and security",https://defradigital.blog.gov.uk/2025/08/21/why-we-built-a-user-research-manual-and-why-it-matters-more-than-you-think/,defradigital.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.7,0.7,0.815,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain defradigital.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 48 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 48 words"
Understanding the needs of service data users – User research in government,https://userresearch.blog.gov.uk/2017/12/05/understanding-the-needs-of-service-data-users/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.75,0.7,0.8225,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.75: 90 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 90 words"
What each role does in a service team - Service Manual - GOV.UK,https://www.gov.uk/service-manual/the-team/what-each-role-does-in-service-team,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 25 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 25 words"
Sharing user research findings - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/sharing-user-research-findings,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 28 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 28 words"
Finding participants for user research - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/find-user-research-participants,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 26 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 26 words"
Writing a user research plan - User Research Manual - Department...,https://user-research.education.gov.uk/guidance/planning/,user-research.education.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.7,0.7,0.815,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain user-research.education.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 32 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 32 words"
User research - Find an address - Patterns - DWP Design System,https://design-system.dwp.gov.uk/patterns/find-an-address/research,design-system.dwp.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.65,0.7,0.755,"Relevance 0.80: matched query terms ['manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain design-system.dwp.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 38 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 38 words"
Charts: Bar charts – Design system – Service manual – Office for...,https://service-manual.ons.gov.uk/design-system/components/bar-chart-component,service-manual.ons.gov.uk,,Prototyping & UX,0.8,0.9,0.55,0.55,0.7,0.74,"Relevance 0.80: matched query terms ['service', 'manual', 'user'] and 1 category keywords for Prototyping & UX | Authority 0.90: domain service-manual.ons.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 25 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 25 words"
Current landscape of user engagement – summary of findings...,https://analysisfunction.civilservice.gov.uk/current-landscape-of-user-engagement-summary-of-findings/,analysisfunction.civilservice.gov.uk,,Discovery & Product Strategy,0.65,0.9,0.55,0.6,0.7,0.695,"Relevance 0.65: matched query terms ['user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain analysisfunction.civilservice.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 25 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 25 words"
GOV.UK One Login,https://www.sign-in.service.gov.uk/,www.sign-in.service.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['service', 'user'] and 0 category keywords for General References | Authority 0.90: domain www.sign-in.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 41 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 41 words"
"Are you [or do you know] an experienced Product Manager, User ...",https://essexdigitalservice.blog.essex.gov.uk/2023/07/21/are-you-or-do-you-know-an-experienced-product-manager-user-researcher-or-service-designer-who-may-be-looking-for-a-new-opportunity/,essexdigitalservice.blog.essex.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.7,0.7,0.7625,"Relevance 0.80: matched query terms ['service', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain essexdigitalservice.blog.essex.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 41 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 41 words"
GOV.UK - The best place to find government services and information.,https://www.gov.uk/,www.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'user', 'research'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 34 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 34 words"
hmrc.gov.uk,https://www.hmrc.gov.uk/,www.hmrc.gov.uk,,General References,0.4,0.9,0.55,0.55,0.7,0.6,"Relevance 0.40: matched query terms ['service'] and 0 category keywords for General References | Authority 0.90: domain www.hmrc.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 10 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 10 words"
Marine Noise Registry | Advisor to Government on Nature... | JNCC,https://jncc.gov.uk/our-work/marine-noise-registry/,jncc.gov.uk,,General References,0.4,0.9,0.55,0.65,0.7,0.615,"Relevance 0.40: matched query terms ['user'] and 0 category keywords for General References | Authority 0.90: domain jncc.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 38 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 38 words"
Improving Legislative Drafting with Lex - Blogs - Incubator for Artificial...,https://ai.gov.uk/blogs/improving-legislative-drafting-with-lex/,ai.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.7,0.7,0.7625,"Relevance 0.80: matched query terms ['service', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain ai.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 38 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 38 words"
Get involved | Croydon Council,https://www.croydon.gov.uk/adult-health-and-social-care/care-homes-and-housing/sheltered-housing/get-involved,www.croydon.gov.uk,,General References,0.4,0.9,0.55,0.65,0.7,0.615,"Relevance 0.40: matched query terms ['service'] and 0 category keywords for General References | Authority 0.90: domain www.croydon.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 35 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 35 words"
Volunteers wanted to test consultation portal | BComm Wales,https://bcomm-wales.gov.uk/news/03-21/volunteers-wanted-test-consultation-portal,bcomm-wales.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.7,0.7,0.7625,"Relevance 0.80: matched query terms ['service', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain bcomm-wales.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 41 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 41 words"
